NOME,CNPJ,END.,SITE,SEG,FOMATO,TFIXO,RESPON,EMAIL,NCM1,NCM2,MOTIVO,IMPORT,IMPORTK,PAISES,CARGO
Rover Distribuidora de Produtos Para Saude LTDA,12.022.484/0001-59,"Rua Reginaldo de Lima (Pq S Diogo) 297 Conj: 11; Conj: 12; Conj: 13; Conj: 14;
Anchieta
São Bernardo do Campo SP",http://www.rootermedical.com.br,Health & Medical devices,Distribuidor,551142242923 ,Wanessa Ramos,wanessa@rootermedical.com.br,90211,,Demanda imediata (Importação nos próximos 3 Meses),Não,Não,China,DIRETOR
Lima & Pergher Industria e Comercio S/A,22.685.341/0026-39,"Avenida Jose Andraus Gassani, 2215",https://www.startquimica.com.br/,Beauty & Living Ware,Indústria,3432926100 ,ANTONIO BISPO,antonio.bispo@startquimica.com.br,340250,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,"China, Egito e Turquia",STAFF
Eletra Industria e Comercio de Medidores Eletricos LTDA,12.115.480/0001-15,"Rodovia BR116, 7698, Pedras",www.eletraenergy.com.br,"Electronics, Computers & Telecommunication",Indústria,5585982059739 ,Danúzio Magalhães,danuzio.magalhaes@eletraenergy.com,850650,,Avaliação de novos fornecedores,Sim,Não,"China, USA",STAFF
Dinatec Industria e Comercio LTDA,02.257.617/0001-12,"Rua Valdemiro Valaski, 2140 – Bairro Guatupe",https://dinatec.ind.br/,Others,Indústria,554135958686 ,Felipe Lessa,Felipe@dinatec.ind.br,842139,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,,DIRETOR
Point Suture do Brasil Ind de Fios Cirurgicos LTDA,12.340.717/0002-42,Rua Domingos da Veiga 407- Barra do Ceara - Fortaleza - CE,https://pointsuture.com.br/,Health & Medical devices,Varejista,558532112700 ,Evandro Rodrigues,evandro@pointsuture.com.br,330499,,Avaliação de novos fornecedores,Não,Não,China,DIRETOR
Establishment Labs Brasil Produtos Para Saude Ltda.,08.290.164/0001-02,Avenida Guilherme Dumont Villares 2450 Sala 32- Jardim Londrina - São Paulo - SP,https://motiva.health/pt/patients-implant-overview/,Health & Medical devices,Distribuidor,5543996040037 ,Felipe Pedrosa,lfelipe.motiva@gmail.com,330499,,Avaliação de novos fornecedores,Sim,Não,Costa Rica,MANAGER
SCHULZ COMPRESSORES LTDA.,23.635.798/0001-43,"Rua Dona Francisca, nº 6.901-A, CEP 89.219-600, Distrito Industrial, na cidade de Joinville",www.schulz.com.br,Machinery & Heavy equipment,Indústria,554734518261 ,Nelson Santi,nelson.santi@schulz.com.br,842139,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"China, Europa, Coreia do sul, USA",MANAGER
A.m.c Comercio Atacadista de Cosmeticos LTDA,33.915.409/0001-97,"Avenida Prefeito Carlos Ferreira Lopes 703 Conj 612
Vila Mogilar
",https://www.vizzela.com.br/,Beauty & Living Ware,Indústria,551123789063 ,Guilherme,guilherme@vizzela.com.br,330499,330499,Demanda futura (Importação nos próximos 6 meses),Não,Não,,MANAGER
AIRELA INDUSTRIA FARMACEUTICA LTDA,01.858.973/0001-29,"SC 390, 500, KM 459",https://airela.com.br/,Beauty & Living Ware,Indústria,554836590304 ,Felipe Tourinho,felipe.tourinho@airela.com.br,330499,330499,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,"China, Europa, Coreia do sul",DIRETOR
APEMA EQUIPAMENTOS INDUSTRIAIS LTDA,60.425.857/0001-85,"Rua Tiradentes, 2356, VILA DO TANQUE",https://apema.com.br/,Machinery & Heavy equipment,Indústria,551141272577 ,Antonio Cardoso,antoniocardoso@apema.com.br,730791,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,China,MANAGER
PSMAXX DO BRASIL ACESSORIOS AUTOMOTIVOS LTDA,18.668.537/0001-90,"Rua Doutor Ignacio Proenca de Gouveia, 285, PARQUE PERUCHE",https://psmaxx.com/,Automobiles & Vehicles,Distribuidor,551143711161 ,Douglas Saudo Alciati,douglas@redocar.com.br,391990,,Avaliação de novos fornecedores,Sim,Não,USA,CEO
Leedsay S/A,08.116.472/0001-16,"Rua Jose Ferreira Leal 116
Distrito Industrial
Monte Aprazível SP",https://www.leedsay.com.br/,Chemicals & Pharmaceuticals,Indústria,551732751964 ,Fabrício Lorenção,regulatorios@leedsay.com.br,39077,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,USA,MANAGER
Durapiso - Comercio e Servicos LTDA,24.805.782/0001-02,"Rua: Guaraiuva, 479 – Brooklin",https://www.durapiso.com.br/,Furniture & Home Decor,Distribuidor,,Alfredo Farina,farina@durapiso.com.br,39181000,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"China, Coreia do sul",CEO
Winning Trading,13.352.623/0001-75,"Avenida Nicolau Becker, 762",https://3scorporate.com/,Others,Trading,,Lucas Vogt ,lucas.vogt@3scorporate.com,39181000,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,China,CEO
MAGNA DO BRASIL PRODUTOS E SERVICOS AUTOMOTIVOS LTDA,00.970.934/0002-37,"Rod. Eng. Miguel Melhado Campos Km 79,5",magna.com,Automobiles & Vehicles,Indústria,,Gizele Brauninger,gizele.brauninger@magna.com,392630,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,"China, Europa, Coreia do sul",STAFF
CENTRO DE TECNOLOGIA ELEMENTS,25.098.466/0001-00,"Avenida Aniceto Zacchi, 50, Sala 07 Ponte do Imaruim",loja.elements.com.br,"Electronics, Computers & Telecommunication",Varejista,,Guilherme ,guilherme.neves@elements.com.br,940140,,Demanda futura (Importação nos próximos 6 meses),Não,Não,China,MANAGER
Localmed Comercio e Locacao de Equipamentos LTDA ,12.255.403/0002-41,"Alameda Pucurui, 166
Setor 02 Fundos - Tamboré",https://www.imexmedicalgroup.com.br/,Health & Medical devices,Distribuidor,,Mário Bernardo Lopes,mario.lopes@imexmedicalgroup.com.br,901812,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"China, Europa, Índia, Coreia do sul",MANAGER
Chrome Tecnologia Indústria Comércio Imp. Exp. Eireli  - ICRX Solutions,02.442.763/0001-18,"Avenida Analice Sakatauskas, 291 - BELA VISTA",www.icrx.com.br,Health & Medical devices,Distribuidor,,"Roberto Kazuo Kakunaka
",roberto.kazuo@icrx.com.br,901812,,Avaliação de novos fornecedores,Sim,Sim,"China, Europa, Coreia do sul, USA",CEO
Htm Industria de Equipamentos Eletro-Eletronicos LTDA,03.271.206/0001-44,"Avenida Rio Nilo, 209
Brcao 179
JARDIM FIGUEIRA",https://htmeletronica.com.br/,"Electronics, Computers & Telecommunication",Distribuidor,,Daniela Iardino Piovezan,daniela@htmeletronica.com.br,84141000,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"China, Europa, Coreia do sul",DIRETOR
VRC EQUIPAMENTOS TECNOLOGICOS ODONTOHOSPITALARES LTDA,34.774.616/0001-31,"Avenida Justino de Maio, 1111",www.equipamentosvrc.com.br,Health & Medical devices,Distribuidor,,Felipe Fregoni,felipe@equipamentosvrc.com.br,84141000,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"China, Coreia do sul",MANAGER
Damma Industria de Maquinas e Pecas LTDA ,02.698.091/0001-06,"Rua Taubate, 946
VILA ELISA",no website,Machinery & Heavy equipment,Indústria,,Danilo Morais,dammaarcomprimido@hotmail.com,84141000,,Demanda futura (Importação nos próximos 6 meses),Não,Não,,DIRETOR
MERCEARIA OG LTDA,04.376.635/0001-49,"PRACA PAULO GIANNOTTI, 17",https://otuguishop.com.br/,Food and Drinks,Distribuidor,,Monica Ha,monica@ogcompany.com.br,190230,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,Coreia do sul,DIRETOR
SEIWA BUSSAN IMPORTACAO E EXPORTACAO LTDA,43.444.421/0001-14,"Rua dos Alpes, 443
",https://seiwa.com.br/,Food and Drinks,Distribuidor,,LEORNADO ,comex3@seiwa.com.br,121221,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,Coreia do sul,MANAGER
Koryeo Trade Importacao e Exportacao LTDA,51.288.855/0001-09,"Rua Camboriu, 176",https://seiwa.com.br/#home,Food and Drinks,Distribuidor,,LEONARDO,comex3@seiwa.com.br,121221,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,"Coreia do sul, THAILANDIA",MANAGER
Mercearia e Bomboniere Towa Ltda.,60.397.551/0001-62,"Rua Fernandes Silva, 296",https://www.towa.com.br/,Food and Drinks,Varejista,,INAE CHUN,inae.chun@mbtowa.com.br,210690,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,"China, Coreia do sul",MANAGER
Wmb Supermercados do Brasil Ltda.,00.063.960/0040-07,"Avenida Cassiano Ricardo, 1993",https://www.samsclub.com.br/,Food and Drinks,Atacadista,,Marcelo Carbonaro,marcelo_carbonaro@carrefour.com,210690,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,USA,Sourcing
CADIUM COMERCIO IMPORTACAO E EXPORTACAO LTDA,00.245.992/0002-06,"Rua Outono, 30 SERRARIA ",http://www.cadium.com.br/,Chemicals & Pharmaceuticals,Distribuidor,,"Marcio Roberto Possi	",marcio.possi@cadium.com.br,27101991,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,"China, Índia",CEO
JTEKT BRASIL LTDA,02.638.940/0001-36,"Avenida Volkswagen Audi, 1200 Galpao01 CAMPO LARGO DA ROSEIRA ",http://www.jtekt.com.br/,Automobiles & Vehicles,Indústria,,Carla Alcantara,carla.alcantara@jtekt.com.br,87089490,,Conference Call,Sim,Não,JAPAO,STAFF
Cristalia Produtos Quimicos Farmaceuticos LTDA,44.734.671/0010-42,"Rua Umbu, 219
Sala 11 12 13 14 15 16 Mznino Terreo
LOTEAMENTO ALPHAVILLE CAMPINAS",www.cristalia.com.br,Chemicals & Pharmaceuticals,Indústria,,Thiago Favilla ,thiago.favilla@cristalia.com.br,300590,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,"China, Europa, Índia, USA",MANAGER
FUGINI,00.588.458/0001-03,"Av. Fugita, 1000 - Jd. Novo Paraíso - Cx Postal 239",http://www.fugini.com.br/,Food and Drinks,Indústria,,Giuliana Sayuri,compras@fugini.com.br,392390,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,,STAFF
Apsen Farmaceutica S/A,62.462.015/0001-29,"Rua La Paz, 37 - 67, SANTO AMARO",www.apsen.com.br,Chemicals & Pharmaceuticals,Indústria,,João Arthur Piccolotto Jordao Garcia,Joao.Garcia@apsen.com.br,300590,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,"China, Europa, Índia, USA",Coordinator
Biolab Sanus Farmaceutica LTDA,49.475.833/0004-40,"Estrada de Itapecerica, 23480
CAPAO REDONDO",www.biolabfarma.com.br,Chemicals & Pharmaceuticals,Indústria,,Werik Renato Zanetti Lop,welopes@biolabfarma.com.br,300590,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,"China, Europa, Índia, USA",MANAGER
Cimed Industria S.A.,02.814.497/0007-00,"Rodovia Amg 1920, S/N
Galpao1 - 2 e 3",www.grupocimed.com.br,Chemicals & Pharmaceuticals,Indústria,,MARIANA ORTENBLAD NOGUEIRA,mariana.ortenblad@grupocimed.com.br,300590,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,"China, Europa, Índia, Coreia do sul, USA",MANAGER
Nc Farma Participacoes S.A.,05.491.842/0001-07,"Rodovia Jornalista Francisco Aguirre Proenca, S/N
Km 08 Sala 03
CHACARA ASSAY",www.ems.com.br,Chemicals & Pharmaceuticals,Indústria,,Rafael Rudnytsky,rafael.rudnytsky@ems.com.br,300590,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,"China, Europa, Índia, USA",MANAGER
DAIICHI SANKYO BRASIL FARMACEUTICA LTDA,60.874.187/0002-65,"Avenida das Nacoes Unidas 12901, 12901
Andar 5
BROOKLIN PAULISTA",www.dsbr.com.br,Chemicals & Pharmaceuticals,Indústria,,Renato Viana Santos,renato.santos@dsbr.com.br,300590,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,"China, Europa, Índia, USA, Japão",MANAGER
Blau Farmaceutica S.A. ,58.430.828/0001-60,"Rodovia Raposo Tavares, 2833
Km 30.5 Edif 100/110
JARDIM DO RIO COTIA",www.blau.com,Chemicals & Pharmaceuticals,Indústria,,Oseias Ferreira Coutinho,oseias.coutinho@blau.com,300590,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,"China, Europa, Índia, Coreia do sul, USA",MANAGER
Laboratorios Bago do Brasil S.A.,04.748.181/0009-47,"Rodovia Es-357 - Km 66, S/N
BAUNILHA",www.bago.com.br,Chemicals & Pharmaceuticals,Indústria,,"
Soraia Moraes",diretortecnico@bago.com.br,300590,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,"China, Europa, Índia",DIRETOR
FARENZENA E ABATI PARTICIPAÇÕES,43.327.401/0001-63,"Rua Afonso Abati, 65, Bairro do Salto",https://farenzena.com.br/,Sports and Hobbie and Toys,Distribuidor,5549999994973 ,Janaine Barrichello,compras@farenzena.com.br,94051190,853929,Demanda futura (Importação nos próximos 6 meses),Sim,Não,,MANAGER
SERTRADING S/A,03.748.067/0002-88,"Avenida Juscelino Kubitschek, 1830 Torrre I, 12 Andar, Sala 1 ITAIM ",https://www.sertrading.com/,Automobiles & Vehicles,Distribuidor,551950330302 ,Anderson Pereira,anderson.pereira@brautoparts.com.br,870829,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,China,MANAGER
Comercial de Autopecas KYB do Brasil Ltda,19.282.382/0001-11,Rua Cyro Correia Pereira 2400 Sala 07 Cic ,https://www.kyb.com.br/,Automobiles & Vehicles,Indústria,554130123622 ,Tiago Marcos Golçalves,tiago.goncalves@kyb.com.br,730630,,Avaliação de novos fornecedores,Sim,Não,"China, USA, Japao",STAFF
Cooperativa Agropecuaria de Insumos Holambra,04.422.160/0001-80,"Rodovia Sp 107 - Km 30 S/N, Borda da Mata, Holambra SP",https://www.insumosholambra.com.br/,Sports and Hobbie and Toys,Distribuidor,5519999492656 ,Suellen,insumos@insumosholambra.com.br,310110,,Estudo de mercado,Sim,Não,China,MANAGER
De Sangosse Agroquimica LTDA,72.097.017/0001-10,"Avenida Ricardo Eik Mendes Borges 5800, Zona Industrial, Ibiporã PR",https://www.desangosse.com.br/,Sports and Hobbie and Toys,Distribuidor,5534999412904 ,Renato,belisarior@desangosse.com.br,310110,,Estudo de mercado,Sim,Não,"China, Europa",DIRETOR
Cia Eletroquimica Jaragua,61.215.364/0001-83,"Rua Helena 275 Conj 52 e 53, Vila Olimpia, São Paulo SP",www.jaragua.com.br,Sports and Hobbie and Toys,Distribuidor,5511983219120 ,Josue,jcambuy@jaragua.com.br,310110,,Estudo de mercado,Sim,Não,China,MANAGER
130R PARTS COMERCIO DE PECAS AUTOMOTIVAS LTDA,41.014.918/0001-77,"Est. do Pessegueiro, 1400 - Gabriel Piza - Sala 2 ",https://www.130rparts.com.br/?gclid=Cj0KCQjwsuSzBhCLARIsAIcdLm53-fjrsE7HSB1Bay7eU61yLJDoj0McVK4yUQjdOSbBw4GuKHQMpgkaAmGOEALw_wcB,Automobiles & Vehicles,Distribuidor,1147131267 ,Luan,luan@hsimport.com.br,870830,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"China, Coreia do sul",DIRETOR
"JTEKT BRASIL LTDA.
",02.638.940/0003-06,"Avenida Volkswagen Audi, 1200 Galpao02 CAMPO LARGO DA ROSEIRA ",http://www.samyung.com/eng/index.html,Automobiles & Vehicles,Indústria,,Carla Alcantara,carla.alcantara@jtekt.com.br,870894,,Conference Call,Sim,Não,China,STAFF
T-PARTS COMERCIAL E IMPORTADORA DE AUTO PECAS LTDA,00.262.985/0001-23,"Rua Brentano, 538 VILA HAMBURGUESA ",https://tparts.com.br/quem-somos/,Automobiles & Vehicles,Distribuidor,,Elias Felix,compras3@tparts.com.br,870829,,Avaliação de novos fornecedores,Sim,Sim,"China, Coreia do sul",MANAGER
SOLUBRAS INDUSTRIA E COMERCIO AUTOMOTIVO LTDA,16.929.709/0001-06,"Estr. Geraldo Costa Camargo, 472 - Galpão 16 e 17 CELOG 2 - Jardim Sao Sebastiao",www.solubras.com.br,Automobiles & Vehicles,Distribuidor,551931160100 ,Alex Cho,alex@solubras.com.br,39269090,73181600,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,Coreia do sul,MANAGER
ALLK servicos em tecnologia da informacao ltda,31.211.218/0001-19,"Avenida Advogado Horacio Raccanello Filho, Nº 5570 - Zona 07",www.allk.com.br,"Electronics, Computers & Telecommunication",Distribuidor,554433463341 ,Aleksandro,montanha@allk.com.br,84716,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,China,CEO
ALTERNATIVA GRAVACOES SERIGRAFICAS LTDA,00.608.623/0001-41,"Av. Rio Branco, 1040 - Rio Branco",https://www.altsilk.com.br/,Metals & Rubber & Plastic Products,Indústria,555432263555 ,Thiago Rech Flores,thiagorechflores@altsilk.com.br,392099,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,Coreia do sul,DIRETOR
DASS NORDESTE CALCADOS E ARTIGOS ESPORTIVOS S/A,01.287.588/0001-79,Rua Marcilio Dias 163 - Centro,http://www.grupodass.com.br/,Metals & Rubber & Plastic Products,Indústria,554933343434 ,Sergio Strieder,sergio.strieder@grupodass.com.br,392099,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,Coreia do sul,DIRETOR
RANEE INDUSTRIA E COMERCIO LTDA?,04.630.765/0001-66,"Avenida Presidente Kennedy, 1164 CENTRO ",https://www.grupodass.com.br/,Metals & Rubber & Plastic Products,Indústria,554933343564 ,Vilson Hermes,rf@grupodass.com.br,392099,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,Coreia do sul,CEO
Textransfer Import. e Dist Filmes de Termo Transf.,12.449.297/0001-56,"Av. Loreto, 1191 – Jardim das Flores",https://loja.textransfer.com.br/,Metals & Rubber & Plastic Products,Distribuidor,551935442542 ,Eduardo Miranda Troyano de Alcantara,compras@textransfer.com.br,392099,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,Coreia do sul,CEO
POLIBRAKO POLIESTER LTDA,07.538.534/0001-15,"Rua Lamenha Lins, 1729, Terreo, REBOUCAS",http://www.polibrako.com.br/,Automobiles & Vehicles,Distribuidor,554133341112 ,Rafael,polibrako@polibrako.com.br,391990,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"China, Coreia do sul",DIRETOR
Br Solucoes Brasil Importacao e Exportacao LTDA,20.600.731/0002-66,"Avenida Joao Gualberto 1881 Sala 1502 Andar 15 Cond Opera Matteo Ed, Juveve, Curitiba PR",https://brsolucoesimportex.com.br/,Others,Distribuidor,5527981890404 ,Rodrigo Fim,comercial@br-solucoes.com,9503,,Demanda futura (Importação nos próximos 6 meses),Sim,Não,China,CEO
SATORI IMPORTACAO EXPORTACAO LTDA,04.257.174/0001-95,Rua Conego Thomaz Fontes 145 Sala 1004 e 1005 Centro Comercial Lion Center Centro ,https://www.satori.com.br/,Automobiles & Vehicles,Distribuidor,558131328384 ,Elias Felix,compras3@tparts.com.br,870829,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,"China, Coreia do sul",MANAGER
COMEXPORT TRADING COMERCIO EXTERIOR LTDA,01.135.153/0003-70,"Av. das Nações Unidas, 10989 - 12º andar - Itaim Bibi, ",http://comexport.com.br/,Automobiles & Vehicles,Trading,551121621888 ,Amanda Reis,amanda.reis@comexport.com.br,870829,870829,Demanda imediata (Importação nos próximos 3 Meses),Sim,Sim,"Europa, Índia, Coreia do sul",STAFF
ITS IMPORTACAO TECNOLOGIA E SERVICOS LTDA,22.281.507/0002-84,"Avenida Vilson Lemos, 2850, Galpao 26",https://www.paulistacartoes.com.br/,Office & School Supplies,Distribuidor,551130900623 ,Rodrigo Gnazzo,graficaimpressoesexpress@gmail.com,370130,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,"China, Coreia do sul",DIRETOR
GRAFICA PAULISTA CARTOES,22.281.507/0001-01,"Rua Antonio Simoes Cardoso, 675, Barracao 05 Condominio Industria",https://www.paulistacartoes.com.br/,Office & School Supplies,Distribuidor,1130900623 ,Rodrigo Gnazzo,graficaimpressoesexpress@gmail.com,37013021,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,"China, Coreia do sul",DIRETOR
Rio Branco Comercio e Industria de Papeis LTDA,50.596.790/0023-01,"Avenida Henry Ford, 2040 - Parque da Mooca",https://www.rbpapeis.com.br/,Office & School Supplies,Distribuidor,551137385933 ,Fábio Alvarez,riobranco@riobranco.com.br,370130,,Avaliação de novos fornecedores,Sim,Sim,"China, Europa, Índia, Coreia do sul",MANAGER
Moksha8 Brasil Industria e Comercio de Medicamentos LTDA,07.591.326/0001-80,"Avenida Ibirapuera, 2332 - Conj 131 e 132",www.moksha8.com,Chemicals & Pharmaceuticals,Indústria,5511991454798 ,Gabriel Machado,gabriel.machado@m8pharma.com,300590,30051010,Demanda futura (Importação nos próximos 6 meses),Sim,Não,"China, Europa, Índia",DIRETOR
INDUSTRIAS REUNIDAS VITORIA REGIA LTDA,04.602.942/0001-09,"R. Paracatu, 309",https://www.vitoriaribbon.com.br/,"Electronics, Computers & Telecommunication",Distribuidor,551155819986 ,Sergio Levy,contato@vitoriaribbon.com.br,961210,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,Coreia do sul,DIRETOR
Razão Social: Ricaro Importacao Industria e Comercio de Embalagens e Insumos Ltda,07.808.640/0001-71,"Rua Solaris, 265 Chacaras do Pinhal (pinhal) Cabreuva, SP",vepakum.com.br,Others,0,,Camila Cristina,vendas@vepakum.com.br,330499,,Demanda futura (Importação nos próximos 6 meses),Sim,Sim,"China, Europa, Coreia do sul, USA",DIRETOR
FF.Com Esportes Ltda,05.328.923/0001-90,Rodovia Arthur Boigues Filho 59 Fundosc Jardim Caranda,https://www.futfanatics.com.br/,Sports and Hobbie and Toys,Indústria,551148583500 ,Adryana Oliveira,compras@futfanatics.com.br,392099,,Demanda imediata (Importação nos próximos 3 Meses),Sim,Não,China,MANAGER
Agm Imports Medical And Cosmetic Products Ltda,43.096.349/0001-81,"R. Porto Xavier, 299 - Itaquera",https://agmimportsmedical.com.br/,Beauty & Living Ware,Distribuidor,1120790954 , Adriana Golmia Montesanti,contato@agmodontologia.com.br,300610,330499,Avaliação de novos fornecedores,Não,Não,,CEO
BIODIVERSITE DO BRASIL DISTRIBUIDORA DE INSUMOS COSMETICOS E FARMACEUTICOS LTDA,10.928.288/0001-12,"Rua Pedro Botelho de Rezende, 2427 JARDIM BURLE MARX",https://www.biodiversite.com.br/,Chemicals & Pharmaceuticals,Distribuidor,4330290888 ,Joyce Santos Quenca Guillen,contato@biodiversite.com.br,350400,,Avaliação de novos fornecedores,Sim,Sim,"Coreia do sul, JAPAN",DIRETOR
